x0,x1,y,x2,x3
A1,A14,0.0,0.0,0.14
A11,A25,0.78,0.4,0.0
A1,A56,0.08,0.01,0.13
A6,A41,0.09,0.0,0.0
A0,A6,0.0,0.0,0.08
A2,A15,0.09,0.01,0.0
A8,A14,0.0,0.0,0.06
A6,A25,0.12,0.01,0.0
A6,A24,0.13,0.01,0.0
A6,A16,0.12,0.08,0.0
A5,A194,0.0,0.0,0.01
A8,A14,0.02,0.0,0.0
A2,A27,0.19,0.07,0.0
A6,A64,0.06,0.04,0.0
A5,A51,0.12,0.03,0.0
A1,A14,0.07,0.02,0.0
A2,A27,0.0,0.05,0.0
A5,A3,0.11,0.01,0.12
A5,A265,0.0,0.0,0.02
A6,A33,0.36,0.13,0.0
A3,,0.0,0.03,0.0
A6,A154,0.03,0.07,0.0
A2,A34,0.0,0.0,0.27
A4,A16,0.35,0.28,0.0
A4,A81,0.0,0.0,0.02
A0,A34,1.22,1.57,0.06
A1,A55,0.06,0.03,0.06
A6,A77,0.09,0.25,0.02
A1,A55,0.08,0.0,0.03
A6,A33,0.12,0.07,0.0
A0,A267,0.03,0.03,0.0
A11,A60,0.44,0.04,0.0
A4,A3,0.13,0.0,0.0
A6,A51,0.04,0.01,0.0
A6,A6,1.08,0.7,0.34
A8,A268,0.0,0.03,0.0
A10,A56,0.0,0.0,0.02
A6,A20,0.03,0.02,0.0
A4,A51,0.24,0.01,0.0
A4,A16,0.0,0.06,0.0
A4,A16,0.0,0.0,0.1
A3,A20,0.04,0.0,0.0
A5,A240,0.0,0.0,0.03
A6,A26,0.72,0.23,0.0
A2,A3,0.06,0.09,0.0
A4,A27,0.71,0.06,0.0
A5,A164,0.0,0.02,0.0
A10,A16,0.11,0.09,0.0
A11,A27,0.34,0.13,0.0
A8,A58,0.01,0.0,0.03
A5,A15,0.13,0.05,0.0
A8,A158,0.01,0.0,0.0
A10,A15,0.0,0.0,0.3
A6,A15,0.1,0.12,0.29
A2,A48,0.03,0.13,0.03
A7,A34,0.35,0.27,0.0
A1,A269,0.0,0.03,0.03
A10,A27,0.06,0.02,0.0
A11,A16,2.53,0.81,0.06
A10,A51,0.03,0.01,0.0
A6,A159,0.07,0.03,0.02
A4,A25,0.05,0.03,0.0
A6,A37,0.34,0.13,0.0
A6,A6,0.0,0.01,0.0
A2,A27,0.33,0.74,0.05
A10,A41,0.0,0.02,0.0
A11,A3,0.01,0.05,0.0
A2,A270,0.0,0.0,0.1
A11,A16,0.03,0.02,0.0
A11,A14,0.01,0.0,0.0
A10,A16,0.16,0.11,0.0
A6,A58,0.13,0.0,0.31
A6,A20,0.0,0.0,0.07
A9,A34,0.0,0.0,0.15
A4,A34,0.0,0.0,0.25
A5,A16,0.67,0.37,0.13
A11,A60,0.38,0.24,0.0
A2,A59,0.21,0.0,0.0
A4,A20,0.0,0.07,0.0
A10,A25,0.53,0.02,0.0
A10,A16,0.1,0.63,0.0
A7,A14,0.0,0.0,0.18
A11,A24,0.02,0.0,0.0
A9,A138,0.02,0.0,0.0
A3,A76,0.0,0.13,0.0
A2,A33,0.15,0.04,0.0
A6,A160,0.0,0.0,0.13
A1,A58,0.36,0.3,0.02
A2,A7,15.85,12.88,3.79
,A56,0.0,0.0,0.11
A5,A43,0.05,0.01,0.11
A3,A25,0.61,0.87,0.02
A10,A24,0.79,0.44,0.19
A4,A3,0.0,0.0,0.08
A1,A120,0.22,0.13,0.04
A6,A28,0.0,0.0,0.09
A6,A3,0.43,0.48,0.05
A3,A26,0.15,0.04,0.0
A2,A53,0.02,0.02,0.0
A10,A25,0.24,0.02,0.0
A6,A6,0.06,0.02,0.0
A4,A16,0.0,0.15,0.0
A3,A271,0.21,0.0,0.0
A10,A27,0.28,0.1,0.0
A5,A41,0.0,0.0,0.01
A2,A34,0.14,0.02,0.0
A6,A132,0.02,0.0,0.0
A10,A93,0.0,0.07,0.0
A1,A3,0.0,0.0,0.04
A6,A56,0.0,0.0,0.02
A11,A51,0.19,0.25,0.04
A6,A14,0.0,0.0,0.13
A2,A25,0.06,0.05,0.0
A9,A3,0.07,0.0,0.0
A1,A16,0.0,0.0,0.92
A7,A34,0.0,0.0,0.62
A4,A37,0.29,0.0,0.0
A8,A90,0.17,0.12,0.01
A10,A10,0.09,0.0,0.0
A6,A14,0.0,0.0,0.04
A0,,1.33,0.49,0.0
A0,A36,1.29,0.83,0.0
A1,A86,0.0,0.0,0.77
A4,A25,0.03,0.01,0.0
A7,,0.03,0.01,0.0
A1,A28,0.0,0.0,0.03
A6,A111,0.0,0.0,0.02
A8,A188,0.0,0.01,0.0
A6,A58,0.06,0.25,0.0
A4,A4,1.13,0.2,0.0
A6,A32,0.82,0.42,0.0
A10,A272,0.03,0.02,0.0
A1,A120,0.07,0.0,0.0
A2,A25,0.09,0.0,0.0
A7,A34,0.0,0.0,0.02
A1,A273,0.13,0.0,0.0
A7,A6,0.0,0.0,0.35
A1,A14,0.19,0.0,0.0
A6,A90,0.14,0.16,0.0
A1,A24,0.08,0.03,0.0
A1,A233,0.08,0.05,0.0
A2,A59,0.04,0.02,0.0
A4,A7,0.0,0.0,0.04
A4,A15,0.0,0.0,0.09
A7,A64,0.09,0.03,0.0
A6,A3,0.25,0.06,0.0
A4,A46,0.18,0.0,0.0
A2,A15,0.02,0.01,0.0
A3,A137,0.06,0.04,0.15
A3,A27,0.01,0.01,0.0
A10,A274,0.01,0.0,0.0
A1,A275,0.0,0.0,0.09
A4,A16,0.0,0.0,0.01
A10,A27,0.28,0.19,0.0
A3,A105,0.0,0.01,0.0
A6,A26,0.87,0.38,0.0
A6,A56,0.63,0.21,1.13
A8,A276,1.55,0.0,0.0
A0,A10,0.19,0.05,0.0
A1,,0.08,0.06,0.15
A5,A26,0.09,0.02,0.0
A6,A34,0.04,0.03,0.0
A11,A25,0.24,0.06,0.0
A10,A95,0.0,0.2,0.0
A11,A141,0.0,0.0,0.05
A2,A33,0.07,0.03,0.0
A7,A15,0.0,0.0,0.11
A5,A108,0.02,0.01,0.0
A0,A7,0.17,0.06,0.09
A11,A43,0.0,0.0,0.08
A6,A33,0.07,0.02,0.0
A2,A34,0.1,0.03,0.0
A1,A183,0.16,0.0,0.0
,A27,0.0,0.29,0.0
A11,A80,0.07,0.02,0.0
A2,A24,0.1,0.03,0.0
A2,A33,0.86,0.32,0.0
A1,A14,0.0,0.0,0.04
A8,A51,0.11,0.22,0.0
A11,A25,0.34,0.23,0.0
A1,A58,0.0,0.0,0.22
A4,A14,0.48,0.12,0.0
A10,A10,0.23,0.02,0.0
A1,A144,0.0,0.0,0.39
A6,A33,1.96,1.33,0.0
A10,,0.46,0.03,0.0
A6,A34,0.19,0.15,0.0
A6,A33,0.21,0.08,0.0
A8,A7,0.0,0.0,0.18
A2,A49,0.04,0.01,0.0
A5,A70,0.0,0.0,0.07
A11,A77,0.09,0.01,0.0
A2,A3,0.12,0.15,0.0
A10,A15,0.0,0.0,0.07
A2,A10,0.11,0.0,0.0
A0,A7,0.7,0.35,0.39
A1,A273,0.19,0.0,0.03
A4,,0.07,0.0,0.0
A2,A231,0.04,0.03,0.0
A4,A94,0.15,0.0,0.0
A7,A16,0.09,0.06,0.1
A5,A25,0.2,0.02,0.0
A6,,0.03,0.02,0.0
A5,A92,0.0,0.0,0.02
A11,A37,0.3,0.11,0.01
A2,A187,0.0,0.0,0.17
A6,A36,0.01,0.02,0.0
A4,A15,0.15,0.06,0.0
A7,,0.32,0.16,0.03
A2,A27,0.39,0.26,0.0
,A25,0.0,0.02,0.0
A10,A15,0.0,0.0,0.06
A5,A85,0.0,0.0,0.01
A1,A277,0.0,0.02,0.0
A1,A151,0.0,0.0,0.12
A10,A10,0.15,0.0,0.0
A6,A25,0.35,0.21,0.0
A0,A7,0.79,0.27,0.12
A0,A3,0.03,0.09,0.0
A10,A90,0.06,0.02,0.0
A1,A20,0.07,0.0,0.02
A6,A14,0.0,0.0,0.15
A8,A14,0.0,0.0,0.06
A10,A180,0.09,0.0,0.0
A5,A70,0.0,0.0,0.05
A10,A16,0.17,0.13,0.55
A10,A15,0.0,0.07,0.0
A1,A3,0.04,0.01,0.0
A3,A15,0.0,0.0,0.15
A6,A26,0.27,0.1,0.0
A4,A3,0.29,0.09,0.0
A9,A94,0.02,0.01,0.0
A9,A0,0.04,0.01,0.0
A11,A25,0.05,0.04,0.0
A2,A7,3.54,1.24,3.81
A5,A41,0.0,0.0,0.01
A6,A3,0.05,0.01,0.0
A10,A27,0.5,0.08,0.0
A9,A33,0.25,0.0,0.0
A10,A90,0.0,0.93,0.0
A7,A34,0.17,0.12,0.77
A4,A109,0.46,0.17,0.0
A6,A26,0.47,0.17,0.0
A0,A3,0.05,0.03,0.0
A1,A24,0.78,0.29,0.0
A1,A141,0.07,0.02,0.0
A11,A278,0.0,0.01,0.0
A1,A90,0.08,0.0,0.0
A4,A27,0.21,0.16,0.0
A9,A7,0.2,0.05,0.44
A7,A14,1.68,1.51,0.51
A6,A14,0.0,0.0,0.07
A6,A96,0.0,0.02,0.0
A6,A27,0.21,0.35,0.0
A6,A56,0.03,0.02,0.0
A4,A3,0.38,0.0,0.0
A6,A14,0.0,0.0,0.03
A0,A25,0.86,0.36,0.0
A10,A34,0.0,0.0,0.21
A2,A27,0.11,0.02,0.0
A5,A177,0.0,0.0,0.08
A10,A27,0.2,0.04,0.0
A2,A33,0.12,0.09,0.0
A4,,0.07,0.0,0.0
A6,A90,0.0,0.01,0.0
A6,A20,0.0,0.03,0.0
A4,A14,0.0,0.0,0.4
A11,A33,0.04,0.03,0.0
A10,A64,0.14,0.09,0.0
A4,A102,0.0,0.0,0.02
A11,A27,0.76,0.36,0.05
A11,A233,0.14,0.1,0.0
A0,A279,0.05,0.04,0.0
A6,A37,0.63,0.66,0.11
A11,A2,0.02,0.0,0.0
A4,A32,0.12,0.56,0.0
A11,A13,0.28,0.01,0.0
A6,A2,0.04,0.01,0.0
A5,A138,0.02,0.03,0.0
A10,A7,0.16,0.06,0.0
A6,A25,0.36,0.02,0.0
A4,A94,0.13,0.0,0.77
A3,A3,0.42,0.01,0.0
A1,A275,0.0,0.0,0.06
A8,A56,0.0,0.0,0.25
A10,A94,0.01,0.01,0.0
A10,A51,0.78,0.09,0.0
A10,A280,0.0,0.0,0.15
A2,A14,0.03,0.02,0.0
A0,A281,0.0,0.01,0.0
A6,A27,0.07,0.01,0.0
A11,A27,0.13,0.15,0.0
A7,A27,0.68,0.46,0.0
A1,A16,0.22,0.14,0.32
A1,A7,0.0,0.0,0.26
A3,A27,0.33,0.03,0.21
A3,A27,0.26,0.21,0.0
A5,A14,0.0,0.0,0.07
,A34,0.0,0.1,0.0
A2,A16,3.88,3.42,1.69
A6,A25,0.41,0.02,0.03
A7,A25,0.14,0.04,0.0
A11,A3,0.47,0.31,0.0
A2,A36,0.33,0.12,0.0
A6,A25,0.08,0.06,0.0
A1,A58,0.0,0.02,0.0
A7,A33,0.11,0.07,0.0
A11,A53,0.0,0.03,0.0
A6,A14,0.0,0.0,0.42
A6,A90,0.4,0.27,0.0
A2,A181,0.19,0.13,0.0
A0,A10,0.08,0.03,0.0
A4,A25,1.1,0.56,0.0
A7,A43,0.03,0.01,0.0
A11,A282,0.1,0.0,0.01
A3,A283,0.0,0.02,0.0
A11,A25,0.6,0.21,0.0
A7,A143,0.14,0.1,0.0
A5,A284,0.0,0.0,0.03
A6,A16,0.22,0.18,0.0
A0,A3,0.0,0.09,0.0
A6,A6,0.03,0.0,0.0
A11,A16,0.25,0.12,0.0
A4,A15,0.0,0.0,0.16
A8,A14,0.0,0.0,0.21
A10,A27,0.41,0.02,0.0
A11,A7,0.0,0.0,0.08
A7,A56,0.0,0.05,0.03
A5,A7,0.12,0.02,0.06
A9,A46,0.11,0.0,0.0
A10,A27,0.12,0.03,0.0
A4,A16,0.11,0.09,0.0
A0,A7,0.0,0.0,0.08
A8,A56,0.03,0.03,0.0
A7,A27,1.07,0.4,0.0
A5,A34,0.11,0.0,0.0
A6,A25,0.08,0.02,0.0
A10,A15,0.0,0.0,0.2
A1,A16,0.26,0.17,0.46
A2,A24,0.76,0.59,0.0
A10,A34,0.0,0.01,0.0
A5,A34,0.0,0.0,0.1
A7,A33,1.19,1.15,0.04
A10,A15,0.0,0.0,0.1
A10,A16,0.09,0.07,0.0
A11,A25,0.05,0.0,0.0
A6,A3,0.58,0.38,0.0
A7,A30,0.45,0.46,0.0
A6,A87,0.04,0.03,0.0
A10,A9,0.0,0.0,0.1
A11,A15,0.14,0.09,0.0
A5,,0.0,0.0,0.01
A6,A73,0.04,0.03,0.0
A9,A7,0.41,0.06,0.63
A4,A26,0.37,0.16,0.01
A1,A284,0.0,0.0,0.01
A5,A94,0.11,0.0,0.0
A6,A228,0.0,0.02,0.0
A1,A6,0.0,0.0,0.25
A6,A16,0.21,0.17,0.0
A5,A177,0.0,0.0,0.02
A0,A140,0.04,0.02,0.0
A6,A194,0.0,0.0,0.03
A6,,0.13,0.09,0.0
A10,A27,0.06,0.02,0.0
A4,A34,0.0,0.0,0.12
A3,A3,0.1,0.02,0.0
A9,A285,0.05,0.0,0.0
A10,A25,0.3,0.2,0.0
A4,A286,0.0,0.0,0.02
A10,A27,0.16,0.11,0.04
A6,A25,0.1,0.03,0.0
A2,A3,0.31,0.22,0.0
A6,A90,1.66,1.58,0.12
A5,A15,0.0,0.0,0.05
A6,A60,0.95,0.4,0.0
A1,A182,0.0,0.0,0.03
A6,A176,0.07,0.02,0.06
A11,A16,0.03,0.02,0.0
A6,A51,0.79,1.35,0.04
A5,A222,0.0,0.0,0.02
A10,A34,0.14,0.54,0.01
A7,A14,0.43,0.27,0.01
A4,A4,0.18,0.0,0.0
A6,A33,1.94,0.8,0.02
A6,A0,0.31,0.12,0.0
A7,A33,0.62,0.5,0.01
A9,A7,0.68,0.25,0.21
A0,A15,0.37,0.04,0.03
A11,A15,0.04,0.03,0.0
A9,A287,0.09,0.03,0.0
A6,A3,0.17,0.13,0.0
A4,A58,0.22,0.07,0.18
A1,A14,0.0,0.0,1.1
A4,A288,0.0,0.0,0.02
A4,A94,0.0,0.0,0.03
A6,A3,0.06,0.02,0.0
A10,A51,2.6,0.21,0.01
A9,,0.0,0.0,0.02
A1,A289,0.04,0.01,0.0
A8,A7,0.42,0.16,0.3
A6,A20,0.02,0.01,0.0
A1,A290,0.0,0.0,0.71
A5,A70,0.0,0.0,0.02
A4,A25,0.73,0.15,0.0
A1,A15,0.04,0.03,0.0
A9,A43,0.0,0.0,0.7
A2,A32,2.35,1.28,0.03
A4,A291,0.01,0.01,0.0
A6,A26,0.16,0.1,0.0
A0,A33,0.11,0.06,0.0
A4,A16,0.09,0.06,0.0
A10,A25,0.19,0.0,0.0
A6,A16,0.26,0.15,0.01
A7,A14,0.05,0.02,0.5
A0,A33,0.2,0.07,0.0
A9,A3,0.07,0.0,0.0
A10,A15,0.08,1.24,1.13
A6,A37,0.43,0.27,0.0
A10,A64,0.07,0.06,0.0
A2,A13,0.0,0.02,0.0
A2,A33,0.83,0.04,0.0
A6,A56,0.65,0.22,0.05
A2,A46,0.03,0.02,0.0
A10,A25,0.04,0.03,0.0
A6,A58,0.0,0.0,0.03
A1,A34,0.0,0.0,0.29
A2,A7,0.2,0.26,0.11
A3,A0,0.03,0.0,0.0
A1,A7,1.48,0.25,0.46
A1,A116,0.0,0.0,0.06
A11,A25,0.25,0.28,0.0
A7,A45,0.01,0.0,0.0
A0,A34,0.03,0.0,0.0
A6,A33,0.12,0.02,0.0
A5,A24,0.09,0.03,0.0
A6,A6,0.02,0.01,0.0
A8,A34,0.0,0.0,0.03
A4,A141,0.0,0.0,0.02
A2,A292,0.06,0.04,0.0
A6,A219,0.03,0.02,0.15
A6,A20,0.18,0.18,0.0
A1,A58,0.1,0.18,0.0
A10,A3,0.0,0.02,0.0
A11,A16,0.34,0.27,0.0
A6,A13,0.08,0.0,0.0
A5,,0.02,0.01,0.0
A3,A25,0.11,0.07,0.0
A7,A64,0.15,0.11,0.0
A1,A56,0.09,0.07,0.0
A1,A58,0.04,0.03,0.39
A9,A7,0.0,0.0,0.06
A5,A216,0.0,0.03,0.0
A10,A34,0.11,0.03,0.0
A10,A15,0.05,0.04,0.05
A5,A280,0.0,0.0,0.14
A4,A293,0.04,0.02,0.0
A10,A15,0.0,0.0,0.09
A0,A108,0.03,0.01,0.0
A3,A118,0.0,0.08,0.0
A2,A50,0.06,0.05,0.0
A9,A43,0.0,0.0,0.57
A6,A27,1.06,5.05,0.13
A0,A36,0.85,0.65,0.0
A7,A28,0.0,0.0,0.01
A9,A120,0.03,0.0,0.0
A4,A64,0.11,0.08,0.0
A10,A33,0.07,0.05,0.0
A0,A15,0.14,0.0,0.01
A10,A15,0.0,0.0,0.16
A1,A86,0.07,0.05,0.25
A7,,0.03,0.01,0.0
A10,A51,0.04,0.0,0.0
A10,A3,0.15,0.12,0.0
A6,A16,0.18,0.38,0.06
A10,A25,0.04,0.03,0.0
A4,A24,0.23,0.08,0.0
A6,A51,0.59,0.57,0.05
A10,A294,0.09,0.06,0.0
A1,A58,0.65,0.75,3.61
A6,A33,1.25,1.15,0.07
A5,A119,0.0,0.0,0.03
A10,A100,0.12,0.0,0.0
A10,A193,0.0,0.05,0.0
A6,A37,0.52,0.37,0.0
A4,A34,0.85,0.46,0.0
A4,A3,0.29,0.08,0.0
A1,,0.0,0.0,0.05
A4,A33,0.06,0.02,0.0
A2,A37,0.1,0.08,0.0
A1,A14,0.0,0.0,0.16
A8,A34,0.01,0.97,0.0
A6,A143,0.01,0.0,0.0
A1,A108,1.52,0.12,0.0
A6,A27,0.0,0.0,0.01
A1,A34,0.0,0.0,0.05
A10,A10,0.05,0.04,0.0
A3,A56,0.01,0.0,0.0
A6,A27,0.22,0.01,0.0
A5,A7,0.34,0.09,0.0
A1,A54,0.25,0.07,1.49
A9,A24,0.45,0.31,0.0
A10,A25,0.08,0.0,0.0
A10,A34,0.0,0.0,0.04
A6,A36,0.09,0.01,0.0
A5,A104,0.0,0.0,0.05
A11,A27,0.33,0.09,-3.2597731395265113
A10,A27,1.18,0.34,0.0
A10,A14,0.0,0.0,0.01
A10,,0.0,0.0,0.16
A10,A27,0.0,0.01,0.0
A4,A151,0.0,0.0,0.33
A6,A41,0.0,0.0,0.02
A6,A34,0.28,0.13,0.01
A8,A27,0.23,0.18,0.0
A5,A120,0.07,0.0,0.0
A10,A89,0.06,0.0,0.0
A7,A15,0.01,0.0,0.0
A10,A16,0.3,0.0,0.0
A3,A33,0.24,0.18,0.0
A1,A15,0.94,0.35,0.0
A6,A25,0.12,0.0,0.0
A10,A27,1.68,0.04,0.0
A6,A41,0.11,0.02,0.0
A4,A190,0.08,0.06,0.0
A11,A25,0.01,0.02,0.0
A7,A37,1.63,0.33,0.0
A5,A5,0.0,0.0,0.02
A3,,0.28,0.0,0.0
A9,A164,0.01,0.02,0.0
A11,A90,0.08,0.09,0.0
A3,A27,0.45,0.64,0.0
A6,A16,0.11,0.09,0.0
A0,A36,0.18,0.05,0.0
A9,A24,0.02,0.01,0.0
A2,A90,0.25,0.17,0.0
A11,A25,0.12,0.02,0.0
A11,A15,0.02,0.01,0.0
A11,A60,0.24,0.19,0.0
A4,A15,0.16,0.12,0.0
A5,A3,0.09,0.03,0.0
A6,A3,0.16,0.01,0.03
A9,A215,0.29,0.0,0.0
A4,A41,0.0,0.0,0.04
A2,A7,0.32,0.07,0.0
A4,A14,0.0,0.0,0.39
A0,A57,0.35,0.13,0.0
A10,A91,0.1,0.07,0.0
A1,A34,0.12,0.16,0.18
A4,A24,0.09,0.07,0.0
A3,A27,0.73,0.97,0.02
A9,A94,0.13,0.0,0.0
A6,A6,0.14,0.32,0.22
A4,A5,0.0,0.0,0.07
A1,A58,0.0,0.0,0.4
A6,A25,0.37,0.02,0.0
A4,A20,0.1,0.0,0.0
A10,A24,0.08,0.02,0.0
A10,A104,0.0,0.03,0.0
A0,A33,0.92,0.23,0.0
A3,A27,0.3,0.03,0.0
A6,A46,0.1,0.07,0.0
A6,A37,0.02,0.03,0.0
A6,A46,0.15,0.0,0.0
A0,A16,0.71,0.48,0.32
A4,A14,0.0,0.0,0.02
A0,A33,0.26,0.07,0.0
A10,A14,0.0,0.0,0.06
A10,A295,0.0,0.0,0.07
A10,A27,1.15,5.979784062458794,0.0
A4,A34,0.16,0.07,0.0
A10,A3,0.14,0.01,0.0
A3,A7,0.16,0.02,0.53
A3,A27,1.27,0.86,0.0
A3,A16,0.06,0.09,0.0
A2,A13,0.11,0.03,0.0
A10,A22,0.0,0.0,1.04
A1,A53,0.07,0.11,0.0
A1,A141,0.07,0.03,0.05
A5,A33,0.57,0.67,0.0
A3,A3,0.04,0.0,0.0
A6,A6,0.0,0.0,0.02
A1,A6,0.09,0.07,0.0
A6,A25,0.28,0.13,0.0
A9,A25,0.1,0.04,0.1
A6,A16,0.36,0.04,0.08
A5,A55,0.07,0.0,0.01
A7,A10,0.23,0.06,0.0
A10,A51,0.14,0.0,0.0
A4,A131,0.03,0.0,0.0
A5,A70,0.0,0.0,0.02
A6,A189,0.35,0.22,0.01
A9,A233,0.07,0.0,0.02
A1,A193,0.04,0.0,0.0
A5,A33,0.29,0.22,0.0
A2,A27,0.43,0.29,0.0
A1,A141,0.07,0.0,0.06
A9,A7,2.18,0.96,2.0
A8,A53,0.0,0.02,0.0
A10,A294,0.08,0.05,0.0
A1,A77,0.77,0.38,0.0
A6,A25,0.13,0.04,0.0
A1,A44,0.24,0.0,0.0
A6,A58,0.07,0.1,0.0
A3,A0,0.13,0.0,0.0
A10,A34,0.08,0.02,0.0
A11,A51,0.11,0.03,0.0
A10,A25,0.35,0.13,0.0
A5,A85,0.0,0.0,0.02
A6,A26,0.51,0.42,0.0
A6,A95,0.07,0.07,0.01
A1,A53,0.03,0.05,0.02
A10,A27,0.52,0.4,0.04
A6,A15,0.03,0.01,0.0
A7,A80,0.81,0.55,0.0
A10,A10,0.16,0.04,0.0
A5,A15,0.0,0.0,0.03
A4,A33,0.47,0.17,0.0
A4,A16,0.75,0.18,0.0
A0,A25,0.14,0.05,0.0
A6,A26,0.18,0.1,0.0
A5,A26,0.23,0.01,0.0
A6,A43,0.0,0.0,1.15
A8,A33,0.17,0.03,0.0
A9,A7,0.13,0.03,0.0
A11,A25,0.0,0.04,0.0
A11,A27,0.01,0.01,0.0
A11,A3,1.12,2.12,0.1
A3,A296,0.0,0.0,0.06
A11,A190,0.07,0.06,0.0
A1,A7,0.0,0.0,0.81
A10,A25,0.09,0.08,0.0
A0,A33,0.12,0.03,0.0
A1,A6,0.0,0.0,0.6
A0,A131,0.01,0.0,0.0
A2,A14,0.06,0.02,0.0
A6,A25,0.12,0.02,0.0
A1,A275,0.0,0.0,0.03
A11,A32,0.92,0.53,0.03
A2,A91,0.03,0.01,0.0
A11,A132,0.12,0.04,0.0
A6,A27,0.27,0.08,0.0
A4,A3,0.09,0.01,0.0
A6,A25,0.82,0.26,0.0
A10,A177,0.0,0.0,0.14
A6,A25,0.24,0.0,0.0
A0,A3,0.02,0.07,0.0
A1,A222,0.0,0.0,0.03
A1,A76,0.0,0.02,0.0
A8,A27,0.14,0.09,0.0
A6,A56,0.06,0.05,0.0
A5,A7,0.55,0.17,0.42
A2,A89,0.08,0.0,0.0
A1,A86,0.0,0.0,1.2
A6,A6,0.0,0.0,0.03
A10,A15,0.0,0.0,0.06
A11,A25,0.28,0.22,0.0
A6,,0.07,0.07,0.0
A10,A16,0.13,0.0,0.0
A4,A14,0.0,0.0,0.01
A7,A80,0.38,0.26,0.0
A10,A56,0.0,0.0,0.06
A6,A25,0.14,0.01,0.0
A7,A24,0.05,0.04,0.0
A10,A14,0.0,0.0,0.1
A4,A14,0.0,0.0,0.42
A6,A26,0.29,0.02,0.0
A10,A3,0.11,0.17,0.0
A2,A27,0.19,0.23,0.0
A10,A27,0.48,0.02,0.0
A7,A10,0.77,0.15,0.0
A11,A27,0.53,0.17,0.0
A1,A34,0.16,0.0,0.2
A5,A177,0.0,0.0,0.02
A2,A25,0.05,0.01,0.0
A6,A3,0.28,0.53,0.0
A7,A33,1.37,0.28,0.03
A2,A268,0.18,0.05,0.0
A11,A36,0.13,0.0,0.0
A8,A14,0.0,0.0,0.51
A6,A7,0.0,0.0,0.06
A2,A25,0.03,0.01,0.0
A8,A56,0.0,0.0,0.08
A10,A98,0.09,0.0,0.0
A4,A33,0.14,0.04,0.0
A1,A7,1.29,0.04,0.73
A6,A27,0.16,0.06,0.0
A1,A14,0.13,0.07,0.0
A0,A7,0.0,0.0,0.51
A0,A0,0.19,0.02,0.0
A6,A33,0.44,0.04,0.0
A4,A33,0.15,0.06,0.0
A10,A27,0.21,0.17,0.16
A5,A16,0.0,0.0,0.19
A4,A7,0.76,0.3,0.12
A9,A90,0.07,0.0,0.0
A4,A34,0.0,0.0,0.04
A4,A14,0.0,0.0,0.04
A3,A76,0.0,0.04,0.0
A7,A297,0.0,0.0,0.39
A11,A83,0.08,0.06,0.0
A4,A298,0.0,0.0,0.01
A0,A34,0.54,0.33,0.0
A0,A3,0.18,0.12,0.0
A6,A33,0.31,0.0,0.0
A6,A61,0.0,0.0,0.01
A6,A107,0.04,0.0,0.0
A10,A107,0.07,0.0,0.0
A10,A94,0.53,0.02,0.0
A1,A27,0.06,0.0,0.0
A5,A3,0.01,0.83,0.0
A4,A299,0.0,0.0,0.02
A10,A24,0.24,0.19,0.0
A0,A36,0.11,0.03,0.0
A6,A37,0.77,0.85,0.01
A9,A138,0.05,0.04,0.0
A2,A3,0.14,0.11,0.0
A10,A56,0.06,0.05,0.08
A9,A14,0.0,0.0,0.05
A2,A16,0.09,0.06,0.0
A1,A58,0.42,0.03,0.3
A9,A33,0.45,0.14,0.0
A10,A25,0.05,0.01,0.0
A10,A16,0.07,0.05,0.0
A5,A160,0.0,0.0,0.13
A11,A60,0.9,0.47,0.0
A0,A16,1.93,1.58,0.0
A10,A13,0.0,0.23,0.0
A5,A228,0.0,0.01,0.0
A3,A228,0.03,0.04,0.0
A3,A33,0.06,0.0,0.0
A8,A34,0.05,0.01,0.0
A4,A231,0.0,0.21,0.0
A3,A32,0.65,0.19,0.0
A1,A27,0.29,0.19,0.07
A6,A53,0.56,0.44,0.09
A3,A27,0.0,0.0,0.08
A6,A58,0.0,0.09,0.0
A11,A19,0.0,0.02,0.0
A7,A64,0.27,0.18,0.0
A4,A3,0.1,0.02,0.0
A8,A33,0.11,0.14,0.0
A6,A15,0.0,0.0,0.07
A3,A96,0.06,0.0,0.0
,A20,0.05,0.04,0.0
A2,A33,0.04,0.01,0.0
A3,A27,0.36,0.03,0.0
A11,A90,0.06,0.0,0.0
A6,A300,0.0,0.0,0.01
A10,A164,0.0,0.03,0.0
A7,A120,0.23,0.07,0.01
A1,A116,0.05,0.03,0.06
A10,A100,0.06,0.0,0.0
A10,A25,0.3,0.23,0.01
A8,A228,0.0,0.01,0.0
A5,A26,1.15,0.2,0.0
A9,A120,0.08,0.01,0.0
A11,A34,0.1,0.06,0.0
A1,A7,5.57,3.28,5.65
A6,A33,0.35,0.13,0.0
A10,A34,0.0,0.0,0.36
A0,A15,0.03,0.01,0.05
A11,A10,0.25,0.17,0.01
A3,A3,0.07,0.0,0.0
A10,A27,1.76,0.09,0.0
A6,A51,1.04,1.24,0.03
A6,A118,0.35,0.14,0.0
A9,A64,0.06,0.02,0.0
A6,A3,0.14,0.06,0.0
A11,A20,0.04,0.0,0.0
A10,A27,0.63,0.02,0.0
A4,A20,0.17,0.02,0.0
A4,A15,0.42,0.16,0.15
A5,A14,0.0,0.0,0.05
A11,A3,0.36,0.21,0.01
A8,A228,0.0,0.04,0.0
A3,A0,0.14,0.01,0.0
A4,A3,0.12,0.0,0.0
A11,A3,0.14,0.11,0.0
